2022-02-15/19:21:22		Breaking the complete csv file into chunks
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011972_120222.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011972_120222.csv'
2022-02-19/18:37:49		verifying creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Moving bad file creditCardFraud_28011973_120223.csv to bad folder
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011973_120223.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011973_120223.csv'
2022-02-19/18:37:49		verifying creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Moving bad file creditCardFraud_28011974_120224.csv to bad folder
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
2022-02-19/18:37:49		File with entire column missing found creditCardFraud_28011974_120224.csv
2022-02-19/18:37:49		Could not move the bad file. The error is: [Errno 2] No such file or directory: 'Prediction_files_validated/creditCardFraud_28011974_120224.csv'
